"","AGE","MARSTAT","CLASS","SEX","HHINCOME","RACE","RELIGION","HAPPY"
"428","65plus","MARRIED","Manual labour","Men",6,"white",0,25
"429","65plus","SEPARATED OR DIVORCED","Upper salariat","Men",3,"white",0,22
"430","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,25
"431","30to64","MARRIED","Self employed","Women",9,"white",0,24
"432","30to64","SINGLE","Lower salariat","Men",8,"white",0,26
"433","Under30","SINGLE","Lower salariat","Women",5,"white",0,19
"434","30to64","MARRIED","Self employed","Men",7,"white",1,16
"435","65plus","WIDOWED","Manual labour","Women",4,"white",0,23
"436","30to64","MARRIED","Routine nonmanual","Women",7,"white",0,24
"437","30to64","MARRIED","Lower salariat","Women",8,"white",0,25
"438","30to64","MARRIED","Manual labour","Women",8,"Nonwhite",1,24
"439","30to64","WIDOWED","Manual labour","Men",3,"white",0,24
"440","65plus","WIDOWED","Upper salariat","Women",5,"white",0,24
"441","30to64","MARRIED","Manual labour","Men",7,"white",0,24
"442","65plus","WIDOWED","Lower salariat","Women",4,"white",0,29
"443","30to64","MARRIED","Lower salariat","Men",8,"white",0,23
"444","30to64","MARRIED","Routine nonmanual","Men",9,"white",1,27
"445","65plus","MARRIED","Manual labour","Women",6,"white",0,27
"446","65plus","MARRIED","Upper salariat","Men",6,"white",0,27
"447","65plus","SEPARATED OR DIVORCED","Manual labour","Men",7,"white",0,24
"448","65plus","WIDOWED","Routine nonmanual","Women",3,"white",0,22
"449","65plus","MARRIED","Manual labour","Men",8,"white",0,27
"450","65plus","SEPARATED OR DIVORCED","Manual labour","Men",4,"white",0,22
"451","65plus","MARRIED","Manual labour","Men",6,"white",0,19
"452","65plus","MARRIED","Lower salariat","Men",7,"white",0,21
"453","30to64","MARRIED","Manual labour","Men",7,"white",0,20
"454","Under30","MARRIED","Lower salariat","Women",6,"white",0,25
"455","30to64","MARRIED","Manual labour","Men",6,"white",1,25
"456","65plus","WIDOWED","Manual labour","Men",4,"white",0,23
"457","Under30","MARRIED","Manual labour","Men",8,"white",0,23
"458","30to64","SINGLE","Manual labour","Men",4,"white",0,21
"459","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,24
"460","Under30","MARRIED","Routine nonmanual","Women",9,"white",0,26
"461","Under30","SINGLE","Upper salariat","Women",6,"white",0,19
"462","30to64","MARRIED","Lower salariat","Men",10,"white",1,26
"463","30to64","SEPARATED OR DIVORCED","Upper salariat","Women",9,"white",1,19
"464","Under30","MARRIED","Lower salariat","Women",6,"white",0,21
"465","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,19
"466","Under30","MARRIED","Lower salariat","Men",7,"white",0,24
"467","30to64","WIDOWED","Lower salariat","Women",6,"white",0,28
"468","Under30","SINGLE","Upper salariat","Men",6,"white",1,28
"469","30to64","SEPARATED OR DIVORCED","Upper salariat","Women",5,"white",0,17
"470","Under30","SEPARATED OR DIVORCED","Manual labour","Women",6,"white",0,22
"471","30to64","MARRIED","Upper salariat","Women",9,"white",0,27
"472","65plus","WIDOWED","Manual labour","Women",3,"white",0,22
"473","65plus","MARRIED","Manual labour","Men",7,"white",0,26
"474","65plus","WIDOWED","Manual labour","Men",4,"white",0,23
"475","65plus","WIDOWED","Lower salariat","Men",5,"white",1,24
"476","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,26
"477","65plus","MARRIED","Upper salariat","Women",8,"white",0,28
"478","65plus","SINGLE","Manual labour","Men",7,"white",0,24
"479","30to64","MARRIED","Manual labour","Women",8,"white",0,24
"480","65plus","SINGLE","Upper salariat","Women",8,"white",1,23
"481","30to64","WIDOWED","Lower salariat","Men",3,"Nonwhite",1,22
"482","30to64","MARRIED","Manual labour","Men",9,"white",0,27
"483","30to64","SINGLE","Manual labour","Men",4,"white",0,18
"484","30to64","MARRIED","Manual labour","Men",8,"white",1,26
"485","Under30","MARRIED","Upper salariat","Women",6,"white",0,29
"486","30to64","SINGLE","Manual labour","Women",6,"Nonwhite",1,19
"487","Under30","SINGLE","Upper salariat","Women",6,"white",1,26
"488","Under30","MARRIED","Manual labour","Men",8,"white",0,26
"489","30to64","MARRIED","Manual labour","Men",6,"white",0,22
"490","65plus","MARRIED","Manual labour","Women",4,"white",0,28
"491","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,21
"492","65plus","WIDOWED","Routine nonmanual","Women",3,"white",0,24
"493","30to64","MARRIED","Lower salariat","Men",8,"white",0,24
"494","30to64","MARRIED","Routine nonmanual","Women",3,"white",0,23
"495","30to64","MARRIED","Lower salariat","Men",10,"white",0,23
"496","30to64","MARRIED","Upper salariat","Women",10,"white",0,20
"497","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",8,"white",1,29
"498","Under30","SEPARATED OR DIVORCED","Routine nonmanual","Women",8,"white",0,27
"499","30to64","MARRIED","Lower salariat","Men",9,"white",0,24
"500","30to64","MARRIED","Routine nonmanual","Women",6,"white",0,25
"501","Under30","SINGLE","Manual labour","Men",9,"white",0,23
"502","30to64","MARRIED","Routine nonmanual","Women",10,"white",0,28
"503","Under30","SINGLE","Upper salariat","Women",4,"white",0,24
"504","30to64","MARRIED","Lower salariat","Women",7,"white",1,24
"505","30to64","MARRIED","Upper salariat","Women",9,"white",0,26
"506","Under30","SINGLE","Lower salariat","Women",4,"white",1,24
"507","Under30","SINGLE","Manual labour","Men",10,"white",1,25
"508","Under30","MARRIED","Routine nonmanual","Women",8,"white",0,23
"509","30to64","MARRIED","Upper salariat","Men",9,"white",0,10
"510","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,22
"511","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",6,"white",0,22
"512","30to64","MARRIED","Manual labour","Men",6,"white",0,24
"513","65plus","MARRIED","Manual labour","Men",6,"white",0,23
"514","65plus","MARRIED","Manual labour","Men",6,"white",1,25
"515","65plus","MARRIED","Manual labour","Men",9,"white",1,21
"516","Under30","SINGLE","Upper salariat","Men",6,"white",0,22
"517","30to64","SEPARATED OR DIVORCED","Manual labour","Men",9,"white",1,25
"518","30to64","MARRIED","Upper salariat","Women",9,"white",0,22
"519","30to64","MARRIED","Manual labour","Men",7,"white",0,25
"520","30to64","MARRIED","Lower salariat","Women",8,"white",0,27
"521","65plus","WIDOWED","Self employed","Women",10,"white",0,22
"522","30to64","MARRIED","Lower salariat","Men",10,"white",0,26
"523","30to64","MARRIED","Lower salariat","Men",10,"white",1,26
"524","65plus","WIDOWED","Lower salariat","Women",5,"white",0,20
"525","30to64","MARRIED","Manual labour","Women",7,"white",0,23
"526","Under30","MARRIED","Manual labour","Men",6,"white",0,21
"527","Under30","SINGLE","Routine nonmanual","Women",4,"white",0,27
"528","65plus","MARRIED","Manual labour","Men",4,"white",0,29
"529","30to64","MARRIED","Manual labour","Men",6,"white",0,23
"530","Under30","MARRIED","Lower salariat","Women",8,"white",0,28
"531","65plus","WIDOWED","Manual labour","Women",4,"white",0,16
"532","30to64","MARRIED","Upper salariat","Men",9,"white",0,26
"533","30to64","MARRIED","Lower salariat","Women",8,"white",0,29
"534","Under30","MARRIED","Manual labour","Men",7,"white",0,24
"535","30to64","MARRIED","Manual labour","Women",8,"white",0,25
"536","30to64","MARRIED","Manual labour","Men",6,"white",0,23
"537","Under30","SINGLE","Lower salariat","Women",5,"white",0,22
"538","65plus","SEPARATED OR DIVORCED","Manual labour","Men",3,"white",0,14
"539","30to64","SEPARATED OR DIVORCED","Manual labour","Men",6,"white",1,17
"540","65plus","WIDOWED","Lower salariat","Men",4,"white",0,24
"541","Under30","SINGLE","Upper salariat","Men",6,"white",0,20
"542","Under30","MARRIED","Manual labour","Men",9,"white",0,25
"543","30to64","MARRIED","Lower salariat","Men",10,"white",0,21
"544","30to64","MARRIED","Upper salariat","Women",10,"white",0,23
"545","30to64","MARRIED","Manual labour","Men",8,"white",0,19
"546","65plus","MARRIED","Manual labour","Men",7,"white",0,21
"547","65plus","WIDOWED","Manual labour","Women",3,"white",0,18
"548","65plus","MARRIED","Lower salariat","Women",5,"white",0,23
"549","65plus","SINGLE","Lower salariat","Women",4,"white",0,23
"550","65plus","MARRIED","Manual labour","Men",5,"white",0,21
"551","65plus","MARRIED","Lower salariat","Men",5,"white",0,24
"552","65plus","MARRIED","Manual labour","Men",6,"white",0,18
"553","65plus","MARRIED","Manual labour","Men",5,"white",0,23
"554","65plus","WIDOWED","Lower salariat","Women",6,"white",0,21
"555","65plus","WIDOWED","Manual labour","Women",3,"white",0,18
"556","65plus","WIDOWED","Manual labour","Men",9,"white",0,16
"557","65plus","MARRIED","Lower salariat","Men",8,"white",0,23
"558","65plus","MARRIED","Manual labour","Men",3,"white",0,23
"559","65plus","WIDOWED","Manual labour","Men",6,"white",0,25
"560","65plus","WIDOWED","Manual labour","Women",4,"white",0,23
"561","65plus","WIDOWED","Upper salariat","Women",3,"white",0,17
"562","Under30","SINGLE","Manual labour","Men",4,"white",1,20
"563","30to64","MARRIED","Upper salariat","Men",7,"white",0,25
"564","Under30","MARRIED","Manual labour","Men",9,"white",0,25
"565","30to64","MARRIED","Manual labour","Men",6,"white",0,28
"566","Under30","MARRIED","Routine nonmanual","Women",9,"white",0,20
"567","Under30","SINGLE","Manual labour","Men",8,"white",0,23
"568","30to64","MARRIED","Lower salariat","Women",9,"white",0,23
"569","Under30","MARRIED","Manual labour","Women",8,"white",0,21
"570","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",5,"white",0,23
"571","65plus","MARRIED","Upper salariat","Men",8,"white",0,27
"572","Under30","SINGLE","Upper salariat","Men",7,"white",0,22
"573","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,24
"574","Under30","SINGLE","Lower salariat","Women",6,"white",0,23
"575","30to64","MARRIED","Upper salariat","Men",10,"white",0,27
"576","30to64","MARRIED","Manual labour","Men",8,"white",0,21
"577","30to64","SEPARATED OR DIVORCED","Manual labour","Women",4,"white",0,18
"578","30to64","MARRIED","Routine nonmanual","Men",10,"white",0,14
"579","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",5,"white",0,23
"580","65plus","MARRIED","Lower salariat","Men",6,"white",0,23
"581","30to64","MARRIED","Routine nonmanual","Women",7,"white",0,26
"582","30to64","MARRIED","Routine nonmanual","Men",8,"white",0,25
"583","30to64","MARRIED","Manual labour","Men",7,"white",0,26
"584","65plus","MARRIED","Manual labour","Men",5,"white",0,19
"585","30to64","MARRIED","Routine nonmanual","Women",6,"white",0,24
"586","30to64","MARRIED","Manual labour","Men",7,"white",0,22
"587","Under30","SINGLE","Manual labour","Men",8,"white",0,21
"588","30to64","MARRIED","Routine nonmanual","Men",9,"white",0,26
"589","30to64","MARRIED","Upper salariat","Women",8,"white",0,25
"590","Under30","SINGLE","Manual labour","Men",10,"white",0,25
"591","Under30","SINGLE","Manual labour","Women",10,"white",0,25
"592","Under30","SINGLE","Lower salariat","Women",6,"white",1,25
"593","30to64","MARRIED","Manual labour","Men",6,"white",0,21
"594","30to64","SINGLE","Routine nonmanual","Women",4,"white",0,20
"595","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",6,"white",0,22
"596","65plus","WIDOWED","Manual labour","Men",4,"white",0,28
"597","30to64","MARRIED","Manual labour","Men",5,"white",0,26
"598","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,24
"599","Under30","SINGLE","Routine nonmanual","Women",9,"white",0,21
"600","Under30","SINGLE","Manual labour","Men",6,"white",0,21
"601","Under30","MARRIED","Manual labour","Women",9,"white",0,23
"602","65plus","MARRIED","Manual labour","Men",4,"white",0,24
"603","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",6,"Nonwhite",0,17
"604","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",4,"white",0,21
"605","30to64","SINGLE","Upper salariat","Men",9,"white",0,27
"606","30to64","MARRIED","Upper salariat","Men",7,"white",0,24
"607","Under30","MARRIED","Manual labour","Men",8,"white",0,23
"608","30to64","MARRIED","Manual labour","Men",8,"white",0,21
"609","Under30","SINGLE","Self employed","Men",5,"white",0,27
"610","Under30","SINGLE","Manual labour","Men",8,"white",0,20
"611","30to64","MARRIED","Manual labour","Women",7,"white",0,23
"612","30to64","MARRIED","Manual labour","Men",10,"white",0,25
"613","30to64","MARRIED","Manual labour","Men",7,"white",0,20
"614","30to64","MARRIED","Manual labour","Women",7,"white",0,26
"615","30to64","SEPARATED OR DIVORCED","Upper salariat","Women",8,"white",0,21
"616","30to64","MARRIED","Lower salariat","Women",6,"white",0,22
"617","30to64","SEPARATED OR DIVORCED","Manual labour","Men",7,"white",0,21
"618","Under30","MARRIED","Routine nonmanual","Women",6,"white",0,24
"619","65plus","WIDOWED","Routine nonmanual","Women",5,"white",0,22
"620","30to64","MARRIED","Manual labour","Men",6,"white",0,25
"621","Under30","SINGLE","Upper salariat","Men",8,"white",0,23
"622","30to64","MARRIED","Manual labour","Men",6,"white",0,21
"623","Under30","MARRIED","Manual labour","Men",5,"white",0,22
"624","30to64","MARRIED","Lower salariat","Women",7,"white",0,25
"625","30to64","MARRIED","Lower salariat","Women",8,"white",0,22
"626","30to64","MARRIED","Manual labour","Men",7,"white",0,22
"627","30to64","SINGLE","Upper salariat","Women",7,"white",0,24
"628","30to64","MARRIED","Manual labour","Women",6,"white",0,20
"629","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",7,"white",0,21
"630","30to64","MARRIED","Self employed","Men",10,"white",0,22
"631","Under30","MARRIED","Manual labour","Men",8,"white",0,23
"632","30to64","SINGLE","Manual labour","Men",3,"white",0,20
"633","30to64","MARRIED","Routine nonmanual","Men",10,"white",0,22
"634","30to64","MARRIED","Lower salariat","Women",8,"white",0,22
"635","30to64","MARRIED","Manual labour","Men",7,"white",0,23
"636","Under30","MARRIED","Upper salariat","Men",8,"white",0,23
"637","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",3,"white",0,20
"638","30to64","SINGLE","Manual labour","Men",9,"white",0,24
"639","30to64","SINGLE","Manual labour","Women",6,"white",0,19
"640","Under30","SINGLE","Lower salariat","Men",10,"white",0,26
"641","30to64","MARRIED","Manual labour","Women",6,"white",0,25
"642","30to64","MARRIED","Lower salariat","Men",9,"white",0,24
"643","30to64","SEPARATED OR DIVORCED","Manual labour","Men",7,"white",1,27
"644","30to64","MARRIED","Routine nonmanual","Women",7,"white",0,21
"645","30to64","MARRIED","Manual labour","Men",8,"Nonwhite",1,23
"646","30to64","SINGLE","Lower salariat","Men",8,"Nonwhite",0,30
"647","65plus","SEPARATED OR DIVORCED","Manual labour","Women",4,"white",0,25
"648","65plus","MARRIED","Self employed","Men",7,"white",0,21
"649","65plus","MARRIED","Manual labour","Men",8,"white",1,28
"650","65plus","WIDOWED","Upper salariat","Women",6,"white",1,24
"651","65plus","WIDOWED","Upper salariat","Women",4,"white",0,25
"652","Under30","MARRIED","Manual labour","Men",4,"white",0,24
"653","30to64","MARRIED","Upper salariat","Men",5,"white",1,19
"654","65plus","WIDOWED","Routine nonmanual","Women",4,"white",0,21
"655","Under30","MARRIED","Routine nonmanual","Women",7,"white",0,27
"656","Under30","SINGLE","Manual labour","Men",9,"white",1,23
"657","30to64","MARRIED","Manual labour","Men",3,"white",0,24
"658","30to64","MARRIED","Self employed","Men",8,"white",0,19
"659","30to64","MARRIED","Routine nonmanual","Women",5,"white",0,20
"660","65plus","MARRIED","Upper salariat","Men",7,"white",0,27
"661","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,23
"662","30to64","SINGLE","Manual labour","Women",8,"white",0,28
"663","Under30","SINGLE","Self employed","Men",8,"white",0,18
"664","30to64","MARRIED","Routine nonmanual","Women",8,"white",1,20
"665","Under30","MARRIED","Lower salariat","Men",7,"white",1,23
"666","30to64","MARRIED","Self employed","Men",6,"white",0,25
"667","30to64","SEPARATED OR DIVORCED","Upper salariat","Women",8,"white",0,25
"668","30to64","MARRIED","Upper salariat","Men",8,"white",0,20
"669","30to64","MARRIED","Lower salariat","Women",9,"white",0,26
"670","30to64","SINGLE","Manual labour","Men",4,"white",0,22
"671","65plus","WIDOWED","Routine nonmanual","Women",8,"white",0,25
"672","Under30","SINGLE","Manual labour","Men",4,"white",0,16
"673","65plus","WIDOWED","Upper salariat","Men",9,"white",0,27
"674","65plus","SINGLE","Routine nonmanual","Women",4,"white",0,23
"675","Under30","MARRIED","Lower salariat","Men",8,"white",0,26
"676","65plus","SINGLE","Routine nonmanual","Women",7,"white",0,26
"677","65plus","MARRIED","Routine nonmanual","Women",4,"white",0,25
"678","30to64","MARRIED","Routine nonmanual","Men",10,"white",0,28
"679","65plus","WIDOWED","Routine nonmanual","Women",5,"white",0,21
"680","65plus","MARRIED","Routine nonmanual","Women",6,"white",0,28
"681","30to64","MARRIED","Lower salariat","Men",8,"white",0,20
